GeneID,Cardamine,log2FC_Ox_WT_leaf_protoplast,Ox.leaf.vs.protoplast_q_value,log2FC_Col0_leaf_protoplast,Col0.leaf.vs.protoplast_q_value
AT3G09360,Chir03Ox_b08590.2,3.856180458,1.92e-14,1.112184296,0.042578485
AT3G09370,Chir03Ox_b08600.2,1.723420049,4.31e-05,1.187660491,0.018517023
AT3G09440,Chir03Ox_b08670.2,5.041208486,1.29e-32,4.663008806,8.37e-22
AT3G09560,Chir03Ox_b08770.2,NA,NA,1.693977155,5.93e-05
AT3G09600,Chir03Ox_b08810.2,NA,NA,2.800008921,7.22e-07
AT3G09640,Chir03Ox_b08840.2,4.765728337,6.42e-37,1.128008889,0.001444751
AT3G09830,Chir03Ox_b09050.2,NA,NA,2.898620506,3.6e-07
AT3G09870,Chir03Ox_b09110.2,2.597028114,0.00048595,NA,NA
AT3G09920,Chir03Ox_b09170.2,NA,NA,1.045565109,0.031356758
AT3G09980,Chir03Ox_b09220.2,NA,NA,1.419609955,0.005244905
AT3G10180,Chir03Ox_b09380.2,NA,NA,1.565852945,4.7e-05
AT3G10200,Chir03Ox_b09410.2,1.163884935,0.006443839,NA,NA
AT3G10250,Chir03Ox_b09450.2,2.880953812,6.59e-14,NA,NA
AT3G10270,Chir03Ox_b09470.2,NA,NA,1.193056117,0.013717564
AT3G10300,Chir03Ox_b09490.2,3.155482402,4.99e-07,2.74121301,1.13e-05
AT3G10310,Chir03Ox_b09510.2,NA,NA,1.099850918,0.01487082
AT3G10500,Chir03Ox_b09730.2,2.398533985,2.69e-13,NA,NA
AT3G10630,Chir03Ox_b09910.2,NA,NA,1.197855395,0.024313298
AT3G10640,Chir03Ox_b09920.2,NA,NA,1.753818648,0.000371711
AT3G10690,Chir03Ox_b09970.2,NA,NA,1.248981649,0.011310516
AT3G10720,Chir03Ox_b10000.2,1.089947551,0.002648892,NA,NA
AT3G10800,Chir03Ox_b10080.2,1.251493018,0.000183316,1.371342722,0.009096775
AT3G10985,Chir03Ox_b10290.2,1.641865044,3.23e-05,2.161118334,3.23e-05
AT3G11000,Chir03Ox_b10320.2,NA,NA,1.498484649,0.014909882
AT3G11020,Chir03Ox_b10330.2,3.788033139,8.82e-24,NA,NA
AT3G11050,Chir03Ox_b10360.2,NA,NA,1.402467483,0.049270867
AT3G11150,Chir03Ox_b10460.2,1.534797516,0.00022094,NA,NA
AT3G11170,Chir03Ox_b10470.2,1.09589204,0.001588076,NA,NA
AT3G11280,Chir03Ox_b10570.2,1.870427422,0.002950739,NA,NA
AT3G11410,Chir03Ox_b10670.2,2.154102193,8.52e-10,NA,NA
AT3G11420,Chir03Ox_b10680.2,1.705277185,7.41e-07,2.065987634,0.000730221
AT3G11670,Chir03Ox_b10920.2,NA,NA,1.186098406,0.010206584
AT3G11700,Chir03Ox_b10950.2,1.419045871,1.18e-05,NA,NA
AT3G11760,Chir03Ox_b11000.2,1.442783361,5.67e-06,NA,NA
AT3G11820,Chir03Ox_b11060.2,2.417218159,1.24e-11,2.443280907,0.000114436
AT3G11964,Chir03Ox_b11200.2,NA,NA,1.032459078,0.037416899
AT3G12110,Chir03Ox_b11340.2,NA,NA,1.219047097,0.046682463
AT3G12280,Chir03Ox_b11500.2,NA,NA,1.799073074,6.86e-05
AT3G12320,Chir03Ox_b11530.2,NA,NA,4.3596985,4.08e-15
AT3G12340,Chir03Ox_b11540.2,NA,NA,1.533902885,0.000637471
AT3G12510,Chir02Ox_b03620.2,NA,NA,2.103166648,0.000331273
AT3G12520,Chir03Ox_b11690.2,NA,NA,1.351155116,0.01013284
AT3G12580,Chir03Ox_b11750.2,9.754604732,1.12e-53,6.98545529,4.16e-23
AT3G12685,Chir03Ox_b11870.2,1.16523335,0.021884209,NA,NA
AT3G12910,Chir03Ox_b12080.2,NA,NA,2.370026319,0.002126971
AT3G13050,Chir03Ox_b12260.2,1.781975614,5.94e-07,1.724744971,0.000845264
AT3G13070,Chir03Ox_b12300.2,NA,NA,1.218262643,0.012770063
AT3G13080,Chir03Ox_b12320.2,1.253461357,7.52e-05,1.987984611,3.56e-06
AT3G13090,Chir03Ox_b12330.2,1.285717043,3.92e-05,NA,NA
AT3G13310,Chir03Ox_b12580.2,3.169986287,2.12e-18,3.246665557,4.51e-13
AT3G13320,Chir03Ox_b12590.2,1.670568188,1.35e-07,1.838292702,5.38e-05
AT3G13330,Chir03Ox_b12600.2,NA,NA,1.052601326,0.048174315
AT3G13470,Chir03Ox_b12790.2,1.829611099,7.56e-08,2.03125561,5.5e-05
AT3G13770,Chir03Ox_b13160.2,4.047549267,1.53e-17,NA,NA
AT3G13860,Chir03Ox_b13340.2,NA,NA,1.225744536,0.009807924
AT3G14050,Chir03Ox_b13560.2,1.765929946,6.38e-06,1.748404047,0.005014279
AT3G14075,Chir03Ox_b13600.2,NA,NA,1.278652486,0.017379565
AT3G14200,Chir03Ox_b13740.2,2.344891042,2.42e-09,2.420046899,9.86e-07
AT3G14205,Chir03Ox_b13750.2,NA,NA,1.461352576,0.000940257
AT3G14225,Chir03Ox_b13790.2,1.084701436,0.037744768,NA,NA
AT3G14440,Chir03Ox_b13980.2,2.255868552,0.000853814,2.024588536,0.008109992
AT3G14590,Chir03Ox_b14220.2,1.129527417,0.022907984,NA,NA
AT3G14690,Chir03Ox_b14310.2,2.596236975,5.47e-12,NA,NA
AT3G14740,Chir03Ox_b14360.2,NA,NA,1.923600255,0.002259958
AT3G14840,Chir03Ox_b14450.2,NA,NA,1.560024654,0.005203267
AT3G14870,Chir03Ox_b14480.2,2.00858109,2.59e-07,2.463846247,2.06e-07
AT3G14890,Chir03Ox_b14500.2,NA,NA,1.690889314,0.00048229
AT3G14900,Chir03Ox_b14510.2,NA,NA,1.830624002,3.12e-05
AT3G15060,Chir03Ox_b14680.2,NA,NA,1.180454727,0.02695893
AT3G15180,Chir03Ox_b14830.2,NA,NA,1.004941659,0.044269315
AT3G15200,Chir03Ox_b14850.2,3.489635192,4.2e-21,2.853082673,8.26e-07
AT3G15210,Chir03Ox_b14860.2,2.674142242,2.13e-11,1.792013043,0.024510207
AT3G15354,Chir03Ox_b14990.2,1.216014734,0.000608498,2.693765276,1.61e-12
AT3G15460,Chir03Ox_b15180.2,NA,NA,1.589436058,0.016416068
AT3G15518,Chir03Ox_b15240.2,NA,NA,3.874759379,1.32e-05
AT3G15530,Chir03Ox_b15270.2,1.158144874,0.000892289,1.437506946,0.009951732
AT3G15540,Chir03Ox_b15300.2,2.023892152,6.36e-09,3.742465447,9.62e-08
AT3G15550,Chir03Ox_b15310.2,NA,NA,1.079919865,0.02100109
AT3G15670,Chir03Ox_b15430.2,2.214800449,0.004320689,NA,NA
AT3G15770,Chir03Ox_b15520.2,1.649062493,7.19e-05,NA,NA
AT3G15880,Chir03Ox_b15640.2,NA,NA,1.156126011,0.019956794
AT3G15990,Chir03Ox_b15730.2,1.551101766,7.15e-05,NA,NA
AT3G16000,Chir03Ox_b15740.2,NA,NA,1.305375813,0.017996706
AT3G16050,Chir03Ox_b15820.2,6.300503275,6.22e-38,2.211210192,2.34e-07
AT3G16150,Chir03Ox_b15910.2,1.582259248,0.037300913,2.485660028,0.000324735
AT3G16290,Chir03Ox_b16060.2,NA,NA,1.122738555,0.040296324
AT3G16300,Chir03Ox_b16070.2,1.100309818,0.011756331,1.077893965,0.023817625
AT3G16510,Chir03Ox_b16300.2,4.292727305,3.25e-26,NA,NA
AT3G16530,Chir03Ox_b15000.2,2.489893458,4.48e-09,NA,NA
AT3G16610,Chir03Ox_b16400.2,1.347841667,0.021179307,NA,NA
AT3G16720,Chir03Ox_b16530.2,1.814694797,0.000274766,1.44882679,0.045744052
AT3G16730,Chir03Ox_b16540.2,NA,NA,1.391538388,0.002113391
AT3G16840,Chir03Ox_b16640.2,NA,NA,1.096543175,0.033144291
AT3G17030,Chir03Ox_b16810.2,NA,NA,2.135173387,4.66e-07
AT3G17170,Chir03Ox_b16980.2,NA,NA,1.347515646,0.010674131
AT3G17320,Chir03Ox_b17160.2,NA,NA,1.858340482,2.8e-07
AT3G17330,Chir03Ox_b17180.2,NA,NA,2.289255844,2.2e-08
AT3G17340,Chir03Ox_b17190.2,NA,NA,1.498080984,0.001123209
AT3G17410,Chir03Ox_b17260.2,1.500923047,1.35e-05,NA,NA
AT3G17520,Chir03Ox_b17360.2,2.414272021,3.64e-06,NA,NA
AT3G17609,Chir03Ox_b17430.2,NA,NA,3.383864429,0.000141655
AT3G17660,Chir03Ox_b17480.2,1.261264521,0.02576594,NA,NA
AT3G17690,Chir03Ox_b17530.2,NA,NA,1.716013451,0.006265715
AT3G17700,Chir03Ox_b17540.2,NA,NA,1.826179582,0.000185565
AT3G17760,Chir03Ox_b17580.2,1.063846606,0.000115836,NA,NA
AT3G17770,Chir03Ox_b17590.2,NA,NA,1.804903036,0.000335561
AT3G17860,Chir03Ox_b17680.2,1.305677897,0.001629964,NA,NA
AT3G17980,Chir03Ox_b17780.2,NA,NA,2.45646243,7.46e-06
AT3G18000,Chir03Ox_b17790.2,NA,NA,1.181422821,0.018100684
AT3G18100,Chir03Ox_b17900.2,NA,NA,1.238753533,0.005893776
AT3G18630,Chir03Ox_b18470.2,NA,NA,1.385705659,0.031294132
AT3G18710,Chir03Ox_b18540.2,NA,NA,1.708533315,0.001679035
AT3G18730,Chir03Ox_b18570.2,NA,NA,1.330069857,0.002716518
AT3G18750,Chir03Ox_b18590.2,NA,NA,1.226370977,0.009348873
AT3G18950,Chir03Ox_b18810.2,1.358371555,0.000777337,3.764176535,8.03e-17
AT3G19000,Chir03Ox_b18850.2,NA,NA,1.553189956,0.008477476
AT3G19050,Chir03Ox_b18900.2,NA,NA,1.138431014,0.024072092
AT3G19130,Chir03Ox_b18960.2,NA,NA,1.225896723,0.017607797
AT3G19150,Chir03Ox_b18970.2,1.173516853,0.009579326,NA,NA
AT3G19184,Chir03Ox_b19010.2,NA,NA,1.242032356,0.03552718
AT3G19210,Chir03Ox_b19040.2,NA,NA,1.310577188,0.005123332
AT3G19240,Chir03Ox_b19070.2,3.977832033,9.53e-24,1.773340102,0.039402742
AT3G19450,Chir03Ox_b19290.2,NA,NA,2.513205586,7.5e-07
AT3G19510,Chir03Ox_b19350.2,NA,NA,1.470701297,0.000983834
AT3G19580,Chir03Ox_b19410.2,2.612487696,5.54e-12,NA,NA
AT3G19830,Chir03Ox_b19670.2,1.510107894,4.68e-06,1.136667851,0.025999364
AT3G19920,Chir03Ox_b19770.2,NA,NA,2.042900303,6.76e-05
AT3G19970,Chir03Ox_b19820.2,2.236446088,4.08e-10,2.722822885,1.17e-07
AT3G19980,Chir03Ox_b19830.2,NA,NA,1.132528701,0.032434771
AT3G20150,Chir03Ox_b20030.2,NA,NA,1.010642097,0.021960064
AT3G20340,Chir03Ox_b20290.2,2.599154463,8.23e-08,NA,NA
AT3G20500,Chir03Ox_b20520.2,NA,NA,1.882207855,0.00557078
AT3G20520,Chir03Ox_b20540.2,2.306162549,7.05e-12,2.230187841,2.18e-10
AT3G20730,Chir03Ox_b20760.2,2.724023993,7.79e-09,NA,NA
AT3G20740,Chir03Ox_b20770.2,NA,NA,1.177198331,0.015938002
AT3G21070,Chir03Ox_b21130.2,1.874738966,4.46e-07,3.116057192,8.43e-08
AT3G21100,Chir03Ox_b21150.2,NA,NA,1.153672029,0.024677049
AT3G21150,Chir03Ox_b21220.2,3.255763246,3.41e-14,4.449209192,1.02e-13
AT3G21220,Chir03Ox_b21320.2,2.185439858,1.39e-11,NA,NA
AT3G21480,Chir03Ox_b21610.2,NA,NA,1.125883609,0.010336974
AT3G22060,Chir03Ox_b22100.2,NA,NA,2.43358413,2.92e-06
AT3G22160,Chir03Ox_b22210.2,1.487340372,0.014762562,NA,NA
AT3G22360,Chir03Ox_b22440.2,1.084088479,0.0006225,NA,NA
AT3G22840,Chir03Ox_b22850.2,NA,NA,4.31779083,5.4e-07
AT3G22890,Chir03Ox_b22920.2,NA,NA,1.377425365,0.00641907
AT3G22910,Chir03Ox_b22950.2,2.336831985,3.25e-06,NA,NA
AT3G22961,Chir03Ox_b23010.2,NA,NA,1.165518116,0.00967752
AT3G23000,Chir03Ox_b23050.2,NA,NA,1.225434526,0.008796244
AT3G23030,Chir03Ox_b23070.2,NA,NA,1.875356671,0.007545601
AT3G23210,Chir03Ox_b23300.2,NA,NA,1.726246606,0.002113391
AT3G23230,Chir03Ox_b23320.2,1.401310858,0.016988259,3.829291688,1.39e-09
AT3G23240,Chir03Ox_b23330.2,NA,NA,2.885270669,2.7e-06
AT3G23250,Chir03Ox_b23340.2,NA,NA,4.115804565,0.000277108
AT3G23530,Chir03Ox_b23600.2,1.014006043,0.002983785,1.121488738,0.027206877
AT3G23570,Chir03Ox_b23660.2,NA,NA,1.109381416,0.03583212
AT3G23580,Chir03Ox_b23670.2,NA,NA,1.027588195,0.04185257
AT3G23590,Chir03Ox_b23680.2,1.173220815,0.000293673,NA,NA
AT3G23670,Chir03Ox_b23840.2,NA,NA,1.006637992,0.040419847
AT3G23740,Chir03Ox_b23920.2,NA,NA,1.392821404,0.013862204
AT3G23890,Chir02Ox_b14690.2,NA,NA,1.435500679,0.004111511
AT3G23920,Chir03Ox_b24540.2,3.011590732,5.44e-18,3.133215666,4.25e-08
AT3G24000,Chir07Ox_b31460.2,1.098993303,0.020862,NA,NA
AT3G24080,Chir03Ox_b24360.2,NA,NA,1.405368447,0.013425128
AT3G24090,Chir03Ox_b24350.2,NA,NA,2.250726977,5.28e-07
AT3G24170,Chir03Ox_b24250.2,NA,NA,1.246473799,0.012112211
AT3G24190,Chir03Ox_b24220.2,1.080817112,0.031433149,NA,NA
AT3G24495,Chir03Ox_b24780.2,NA,NA,1.519127849,0.000110618
AT3G24500,Chir03Ox_b24790.2,9.330204486,8.67e-87,5.012119679,1.31e-19
AT3G24530,Chir03Ox_b24850.2,NA,NA,1.264148095,0.018299399
AT3G24840,Chir03Ox_b25280.2,NA,NA,1.26539975,0.039295467
AT3G25180,Chir03Ox_b25630.2,NA,NA,3.024200717,3.13e-07
AT3G25230,Chir03Ox_b25700.2,1.142538286,0.000661366,2.523837629,4.67e-08
AT3G25250,Chir03Ox_b25740.2,5.865711498,1.32e-45,5.826563859,3e-31
AT3G25610,Chir05Ox_b02890.2,NA,NA,1.020764502,0.021166513
AT3G25730,Chir05Ox_b03000.2,NA,NA,3.419021399,2.16e-09
AT3G25770,Chir05Ox_b03020.2,2.438053978,3.13e-05,4.315783492,6.01e-15
AT3G25780,Chir05Ox_b03030.2,2.267430173,8.14e-10,4.459429494,8.81e-07
AT3G25882,Chir05Ox_b03170.2,3.023925641,6.33e-08,NA,NA
AT3G26040,Chir05Ox_b03350.2,1.777468437,0.015583332,2.088333467,5.24e-05
AT3G26570,Chir05Ox_b03880.2,NA,NA,1.790602766,0.000614351
AT3G26910,Chir05Ox_b04220.2,1.099990134,0.00061573,2.574194997,2.27e-07
AT3G26980,Chir05Ox_b04340.2,1.187701308,0.029863476,1.327831694,0.016998421
AT3G27060,Chir05Ox_b04450.2,NA,NA,1.385769093,0.013758483
AT3G27110,Chir05Ox_b04520.2,NA,NA,2.122553228,1.26e-05
AT3G27120,Chir05Ox_b04530.2,NA,NA,1.505758577,0.003769982
AT3G27210,Chir05Ox_b04620.2,1.612841654,0.000785377,NA,NA
AT3G27330,Chir05Ox_b04900.2,NA,NA,1.181014873,0.008147438
AT3G27560,Chir05Ox_b05170.2,1.242495368,0.000559703,NA,NA
AT3G27640,Chir05Ox_b05250.2,NA,NA,1.519088581,0.005024063
AT3G28210,Chir05Ox_b05890.2,5.297591797,7.72e-30,6.344957848,5.11e-35
AT3G28340,Chir05Ox_b06010.2,2.09261215,4.03e-05,NA,NA
AT3G28600,Chir05Ox_b06350.2,NA,NA,2.129476348,2.72e-05
AT3G28740,Chir05Ox_b06630.2,NA,NA,3.064938124,9.37e-08
AT3G29000,Chir05Ox_b06970.2,2.461022935,0.039533675,NA,NA
AT3G29075,Chir05Ox_b07140.2,NA,NA,2.247143315,1.25e-06
AT3G29360,Chir05Ox_b07570.2,NA,NA,1.131344044,0.033963131
AT3G29590,Chir05Ox_b08510.2,NA,NA,2.075178774,0.010097619
AT3G42660,Chir05Ox_b07910.2,NA,NA,1.20852086,0.012550134
AT3G43210,Chir04Ox_b03450.2,NA,NA,1.308527119,0.003812649
AT3G43250,Chir08Ox_b15850.2,NA,NA,1.268569587,0.030065736
AT3G44050,Chir05Ox_b08810.2,NA,NA,1.298204537,0.004767469
AT3G44190,Chir05Ox_b08640.2,NA,NA,3.666918239,2.99e-08
AT3G44260,Chir05Ox_b08910.2,1.138952502,0.001869099,NA,NA
AT3G44480,Chir05Ox_b09260.2,NA,NA,1.337833528,0.003574536
AT3G44720,Chir05Ox_b09320.2,1.87105566,2.29e-08,1.725088924,0.000667593
AT3G44900,Chir05Ox_b09570.2,NA,NA,1.031353743,0.000563368
AT3G45040,Chir05Ox_b09720.2,1.09608893,0.000983386,2.176552342,4.58e-05
AT3G45090,Chir05Ox_b09800.2,NA,NA,1.759165526,0.000582588
AT3G45640,Chir05Ox_b10440.2,1.658847215,0.005752772,2.407375924,0.000282582
AT3G45650,Chir05Ox_b10450.2,2.466038543,4.31e-11,3.351124977,2.02e-07
AT3G46050,Chir06Ox_b35970.2,2.327779663,0.000179625,NA,NA
AT3G46080,Chir05Ox_b10810.2,2.664367164,2.38e-05,3.502968493,0.017920462
AT3G46100,Chir06Ox_b35590.2,NA,NA,1.066184953,0.047603173
AT3G46110,Chir05Ox_b10820.2,NA,NA,1.714086264,0.009182964
AT3G46600,Chir05Ox_b11470.2,2.21437351,4.51e-05,NA,NA
AT3G46620,Chir05Ox_b11450.2,2.598214727,3.12e-11,1.413562714,0.025999364
AT3G46730,Chir05Ox_b11290.2,NA,NA,2.138745458,1.91e-13
AT3G46930,Chir05Ox_b11820.2,1.507358248,0.005432283,2.256813221,7.53e-05
AT3G47080,Chir05Ox_b11990.2,NA,NA,1.253631461,0.028706769
AT3G47480,Chir05Ox_b12350.2,2.996327463,3.58e-05,NA,NA
AT3G47730,Chir05Ox_b12600.2,NA,NA,1.338562513,0.015626401
AT3G47780,Chir05Ox_b12650.2,NA,NA,1.45508744,0.000186401
AT3G47960,Chir05Ox_b12860.2,2.570083701,1.31e-09,2.702127261,8.64e-08
AT3G48080,Chir05Ox_b12970.2,NA,NA,1.855630189,1.95e-05
AT3G48110,Chir05Ox_b13000.2,NA,NA,1.138420176,0.029923491
AT3G48450,Chir05Ox_b13350.2,NA,NA,2.035719783,0.001472099
AT3G48500,Chir05Ox_b13390.2,NA,NA,1.144026108,0.026731134
AT3G48510,Chir05Ox_b13400.2,1.610118126,0.02161332,NA,NA
AT3G48610,Chir05Ox_b13550.2,NA,NA,1.211677177,0.016998421
AT3G48670,Chir05Ox_b13570.2,NA,NA,1.143355501,0.031091504
AT3G48710,Chir05Ox_b13610.2,NA,NA,1.509401929,0.001079484
AT3G48870,Chir05Ox_b13800.2,NA,NA,1.05187341,0.049382373
AT3G49055,Chir05Ox_b13960.2,1.317001749,0.003091304,2.072413568,3.09e-09
AT3G49160,Chir05Ox_b14150.2,NA,NA,2.089083009,0.002810605
AT3G49410,Chir05Ox_b14440.2,NA,NA,1.232169877,0.028168362
AT3G49530,Chir05Ox_b14560.2,2.14595507,2.39e-06,1.905967809,0.045130163
AT3G49540,Chir05Ox_b14570.2,NA,NA,1.154709483,0.030787041
AT3G49550,Chir05Ox_b14580.2,1.2910397,0.000209312,NA,NA
AT3G49570,Chir05Ox_b14600.2,NA,NA,3.07782619,2.21e-05
AT3G49600,Chir05Ox_b14640.2,NA,NA,1.062050998,0.034756297
AT3G49720,Chir05Ox_b14770.2,1.324206844,5.98e-05,1.130622495,0.037505359
AT3G49780,Chir05Ox_b14840.2,NA,NA,2.491523361,0.001309881
AT3G50050,Chir05Ox_b15080.2,NA,NA,1.150376835,0.032593691
AT3G50060,Chir05Ox_b15090.2,1.571920988,1.65e-06,NA,NA
AT3G50260,Chir05Ox_b15480.2,1.198725719,0.008399904,2.639820236,0.003052888
AT3G50800,Chir05Ox_b16140.2,3.79561027,5.95e-12,NA,NA
AT3G50830,Chir05Ox_b16180.2,1.027220999,0.007375633,NA,NA
AT3G50910,Chir05Ox_b16280.2,1.614083964,5.68e-07,2.281379771,2.76e-06
AT3G50930,Chir05Ox_b07940.2,NA,NA,2.407723431,0.026234304
AT3G50950,Chir05Ox_b16310.2,NA,NA,1.702870298,0.002657824
AT3G51240,Chir05Ox_b16580.2,NA,NA,2.085160429,8.92e-05
AT3G51660,Chir05Ox_b16990.2,NA,NA,1.626850418,0.008905742
AT3G51680,Chir05Ox_b17010.2,NA,NA,1.152963635,0.001295033
AT3G51720,Chir05Ox_b17060.2,NA,NA,1.28093497,0.005819416
AT3G51870,Chir05Ox_b17250.2,NA,NA,1.136182616,0.020581
AT3G51890,Chir05Ox_b17270.2,NA,NA,2.112810043,2.63e-05
AT3G51895,Chir05Ox_b17280.2,NA,NA,1.532745427,0.006098341
AT3G51910,Chir05Ox_b17290.2,3.553083216,3.16e-15,NA,NA
AT3G52100,Chir05Ox_b17510.2,1.089232059,0.000632011,1.044033175,0.032687776
AT3G52110,Chir05Ox_b17530.2,1.38663055,2.22e-05,1.420335913,0.001590777
AT3G52115,Chir05Ox_b17540.2,2.630073489,9.54e-16,1.493391794,0.005480791
AT3G52170,Chir05Ox_b17620.2,NA,NA,1.148752999,0.020409591
AT3G52360,Chir05Ox_b17810.2,NA,NA,1.569952261,0.049379641
AT3G52400,Chir05Ox_b17850.2,2.417893803,9.33e-11,1.846664652,0.014106109
AT3G52430,Chir05Ox_b17880.2,NA,NA,1.87549234,0.004511495
AT3G52450,Chir05Ox_b17900.2,2.416674355,1.29e-07,NA,NA
AT3G52710,Chir05Ox_b18200.2,2.985442708,2.37e-11,NA,NA
AT3G52870,Chir05Ox_b18400.2,1.04146671,0.008853737,NA,NA
AT3G52920,Chir05Ox_b18450.2,NA,NA,1.378611686,0.008503744
AT3G53150,Chir05Ox_b18650.2,NA,NA,1.129721895,1.38e-05
AT3G53180,Chir05Ox_b18790.2,NA,NA,1.658072786,0.001894375
AT3G53260,Chir05Ox_b18810.2,1.192983361,0.002193867,1.191150765,0.016144389
AT3G53600,Chir05Ox_b19140.2,2.280421879,0.000200754,1.64952137,0.011959942
AT3G53620,Chir05Ox_b19160.2,NA,NA,1.442634611,0.011897112
AT3G53680,Chir05Ox_b19200.2,NA,NA,2.335618044,4.75e-08
AT3G53780,Chir05Ox_b19280.2,1.708369362,9.26e-06,NA,NA
AT3G53830,Chir05Ox_b19340.2,2.354533935,2.13e-06,3.459984711,1.41e-16
AT3G54000,Chir05Ox_b19480.2,3.112998102,3.06e-17,NA,NA
AT3G54020,Chir05Ox_b19500.2,1.740774146,0.00013509,NA,NA
AT3G54030,Chir05Ox_b19510.2,NA,NA,1.795606774,0.000342326
AT3G54150,Chir05Ox_b19640.2,NA,NA,1.12889008,0.04835348
AT3G54500,Chir05Ox_b19960.2,NA,NA,2.732622366,4.89e-08
AT3G54640,Chir05Ox_b20100.2,NA,NA,1.039480879,0.045303119
AT3G54670,Chir05Ox_b20140.2,NA,NA,1.296430509,0.022227691
AT3G54750,Chir05Ox_b20230.2,NA,NA,1.617463583,0.000299716
AT3G54810,Chir05Ox_b20290.2,1.28150955,0.000197104,NA,NA
AT3G54870,Chir05Ox_b20390.2,NA,NA,1.18310993,0.000373494
AT3G54950,Chir05Ox_b20470.2,1.642181668,5.5e-06,1.394013014,0.035217486
AT3G55010,Chir05Ox_b20550.2,NA,NA,1.342905204,0.01247683
AT3G55050,Chir05Ox_b20600.2,1.789157777,1.35e-06,1.495396048,0.001538924
AT3G55340,Chir05Ox_b20890.2,NA,NA,1.35360082,0.004768637
AT3G55410,Chir05Ox_b20970.2,NA,NA,1.230728704,0.031571192
AT3G55430,Chir05Ox_b21000.2,1.425253957,1.75e-05,1.538790949,0.031941716
AT3G55580,Chir05Ox_b21190.2,3.081582687,1.11e-07,NA,NA
AT3G55640,Chir05Ox_b21260.2,1.615072647,8.66e-07,NA,NA
AT3G55720,Chir05Ox_b21370.2,NA,NA,1.817330314,0.004137222
AT3G55840,Chir05Ox_b21500.2,3.210768649,2.38e-08,1.763594063,0.04200416
AT3G55950,Chir05Ox_b21580.2,1.270051917,0.027463573,NA,NA
AT3G55960,Chir05Ox_b21590.2,NA,NA,2.008561261,5.99e-06
AT3G55980,Chir05Ox_b21610.2,2.724462594,0.000142959,2.232911491,0.01795712
AT3G56090,Chir05Ox_b21720.2,NA,NA,1.770300251,0.008503744
AT3G56200,Chir05Ox_b21840.2,2.061127186,0.001198445,2.235031962,2.04e-05
AT3G56500,Chir05Ox_b22100.2,NA,NA,1.482163555,0.005676806
AT3G56600,Chir05Ox_b22190.2,1.88173757,7.14e-05,1.557884768,0.000181682
AT3G56870,Chir05Ox_b22460.2,1.125191077,0.0008427,1.458346272,0.003063362
AT3G56880,Chir05Ox_b22470.2,2.316512052,1.04e-11,1.84641405,0.001720003
AT3G57020,Chir05Ox_b22630.2,NA,NA,2.269675334,2.52e-05
AT3G57120,Chir05Ox_b22740.2,2.464853381,9.79e-10,2.250694358,2.33e-06
AT3G57150,Chir05Ox_b22780.2,NA,NA,1.23110349,0.028321557
AT3G57280,Chir05Ox_b22930.2,1.137644528,0.006154549,1.790461032,0.000593872
AT3G57430,Chir05Ox_b23080.2,1.3954304,6.96e-05,NA,NA
AT3G57450,Chir05Ox_b23100.2,1.21220745,0.003956947,NA,NA
AT3G57530,Chir05Ox_b23200.2,2.021398216,5.52e-06,3.554312047,1.01e-06
AT3G57630,Chir05Ox_b23390.2,NA,NA,1.174636222,0.020072213
AT3G57730,Chir05Ox_b23470.2,1.28823428,0.033589099,NA,NA
AT3G57760,Chir05Ox_b23580.2,1.6767211,0.000273793,1.921064381,0.00342152
AT3G57870,Chir05Ox_b23670.2,NA,NA,1.807512761,0.000101706
AT3G57880,Chir05Ox_b23680.2,NA,NA,2.675645563,1.84e-07
AT3G57910,Chir05Ox_b23700.2,NA,NA,1.299157257,0.015564073
AT3G58230,Chir05Ox_b23740.2,2.589901707,4.16e-05,NA,NA
AT3G58790,Chir05Ox_b24650.2,1.277100577,0.000240094,NA,NA
AT3G59050,Chir05Ox_b24920.2,1.445900666,5.19e-06,NA,NA
AT3G59080,Chir05Ox_b24950.2,NA,NA,1.607617942,0.038752799
AT3G59350,Chir05Ox_b25190.2,1.673341645,0.040276352,NA,NA
AT3G59400,Chir05Ox_b25250.2,NA,NA,1.396873495,0.007672499
AT3G59410,Chir05Ox_b25260.2,NA,NA,1.127886006,0.009389112
AT3G59550,Chir05Ox_b25400.2,NA,NA,1.527031437,0.004382087
AT3G60110,Chir05Ox_b25870.2,NA,NA,2.089454864,2.3e-05
AT3G60260,Chir05Ox_b26070.2,NA,NA,1.146999937,0.037203673
AT3G61190,Chir05Ox_b26910.2,2.463258105,1.42e-09,NA,NA
AT3G61220,Chir05Ox_b26930.2,NA,NA,1.749111108,0.021330897
AT3G61670,Chir05Ox_b27350.2,NA,NA,1.082386969,0.018166371
AT3G61730,Chir05Ox_b27430.2,1.321079515,0.002235432,NA,NA
AT3G61740,Chir05Ox_b27440.2,1.177248229,9.01e-05,1.440611034,0.001105372
AT3G61800,Chir05Ox_b27500.2,NA,NA,1.29783062,0.007252501
AT3G61810,Chir05Ox_b27510.2,1.388788048,0.031965507,NA,NA
AT3G61880,Chir05Ox_b27600.2,1.095026644,0.000190041,NA,NA
AT3G62010,Chir05Ox_b27710.2,NA,NA,1.22699271,0.016484784
AT3G62220,Chir05Ox_b27920.2,1.440647659,1.26e-05,NA,NA
