"C.hirsutaOX","A.thaliana.TAIR10"
"Chir08Ox-b03350.2","AT4G03090"
"Chir08Ox-b03360.2","AT4G03100"
"Chir08Ox-b03370.2","AT4G03110"
"Chir08Ox-b03380.2","AT4G03115"
"Chir08Ox-b03390.2","AT4G03120"
"Chir08Ox-b03400.2","AT4G03130"
"Chir08Ox-b03410.2","AT4G03140"
"Chir08Ox-b03420.2","AT4G03150"
"Chir08Ox-b03430.2","AT4G03153"
"Chir08Ox-b03440.2","AT4G03180"
"Chir08Ox-b03450.2","AT4G03190"
"Chir08Ox-b03460.2","AT4G03200"
"Chir08Ox-b03480.2","AT4G03210"
"Chir08Ox-b03490.2","AT4G03220"
"Chir08Ox-b03500.2","AT4G03230"
"Chir08Ox-b03510.2","AT4G03240"
"Chir08Ox-b03520.2","AT4G03250"
"Chir08Ox-b03530.2","AT4G03260"
"Chir08Ox-b03540.2","AT4G03270"
"Chir08Ox-b03550.2","AT4G03280"
"Chir08Ox-b03560.2","AT4G03290"
"Chir08Ox-b03570.2","AT4G03320"
"Chir08Ox-b03580.2","AT4G03330"
"Chir08Ox-b03590.2","AT4G03340"
"Chir08Ox-b03600.2","AT4G03380"
"Chir08Ox-b03620.2","AT4G03390"
"Chir08Ox-b03630.2","AT4G03400"
"Chir08Ox-b03640.2","AT4G03410"
"Chir08Ox-b03650.2","AT4G03415"
"Chir08Ox-b03660.2","AT4G03420"
"Chir08Ox-b03670.2","AT4G03430"
"Chir08Ox-b03680.2","AT4G14390"
"Chir08Ox-b03690.2","AT4G03470"
"Chir08Ox-b03700.2","AT4G03490"
"Chir08Ox-b03730.2","AT4G03500"
"Chir08Ox-b03750.2","AT1G69550"
"Chir08Ox-b03770.2","AT4G03510"
"Chir08Ox-b03780.2","AT4G03520"
"Chir08Ox-b03800.2","AT4G03550"
"Chir08Ox-b03810.2","AT4G03560"
"Chir08Ox-b03820.2","AT2G46995"
"Chir08Ox-b03830.2","AT4G03610"
"Chir08Ox-b03840.2","AT4G16045"
"Chir08Ox-b03850.2","AT4G03620"
"Chir08Ox-b03910.2","AT4G05460"
"Chir08Ox-b03920.2","AT4G05450"
"Chir08Ox-b03930.2","AT4G05440"
"Chir08Ox-b03940.2","AT4G05430"
"Chir08Ox-b03950.2","AT4G05420"
"Chir08Ox-b03960.2","AT4G05410"
"Chir08Ox-b03970.2","AT4G05400"
"Chir08Ox-b03980.2","AT4G05390"
"Chir08Ox-b04000.2","AT4G05330"
"Chir08Ox-b04030.2","AT4G05310"
"Chir08Ox-b04040.2","AT4G05320"
"Chir08Ox-b04050.2","AT4G05260"
"Chir08Ox-b04060.2","AT4G04970"
"Chir08Ox-b04090.2","AT4G05230"
"Chir08Ox-b04100.2","AT4G05220"
"Chir08Ox-b04110.2","AT4G05200"
"Chir08Ox-b04120.2","AT4G05190"
"Chir08Ox-b04130.2","AT4G05180"
"Chir08Ox-b04140.2","AT4G05170"
"Chir08Ox-b04150.2","AT4G05160"
"Chir08Ox-b04160.2","AT4G05150"
"Chir08Ox-b04170.2","AT4G05140"
"Chir08Ox-b04180.2","AT4G05130"
"Chir08Ox-b04190.2","AT4G05120"
"Chir08Ox-b04210.2","AT4G05100"
"Chir08Ox-b04220.2","AT4G05090"
"Chir08Ox-b04240.2","AT4G05070"
"Chir08Ox-b04250.2","AT4G05060"
"Chir08Ox-b04260.2","AT4G05030"
"Chir08Ox-b04270.2","AT4G05020"
"Chir08Ox-b04280.2","AT4G05010"
"Chir08Ox-b04290.2","AT4G05000"
"Chir08Ox-b04300.2","AT4G04990"
"Chir08Ox-b04320.2","AT4G04972"
"Chir08Ox-b04330.2","AT4G04960"
"Chir08Ox-b04340.2","AT4G04955"
"Chir08Ox-b04370.2","AT4G04950"
"Chir08Ox-b04380.2","AT4G04940"
"Chir08Ox-b04390.2","AT4G04920"
"Chir08Ox-b04410.2","AT4G04910"
"Chir08Ox-b04420.2","AT4G04900"
"Chir08Ox-b04440.2","AT4G04890"
"Chir08Ox-b04450.2","AT4G04885"
"Chir08Ox-b04460.2","AT4G04880"
"Chir08Ox-b04470.2","AT4G04870"
"Chir08Ox-b04480.2","AT4G04860"
"Chir08Ox-b04490.2","AT4G04850"
"Chir08Ox-b04500.2","AT4G04800"
"Chir08Ox-b04510.2","AT4G04790"
"Chir08Ox-b04520.2","AT4G04780"
"Chir08Ox-b04530.2","AT4G04770"
"Chir08Ox-b04570.2","AT4G04750"
"Chir08Ox-b04580.2","AT4G04745"
"Chir08Ox-b04590.2","AT4G04720"
"Chir08Ox-b04610.2","AT4G04710"
"Chir08Ox-b04630.2","AT4G04695"
"Chir08Ox-b04640.2","AT4G04670"
"Chir08Ox-b04650.2","AT4G04640"
"Chir08Ox-b04660.2","AT4G04630"
"Chir08Ox-b04690.2","AT4G04614"
"Chir08Ox-b04700.2","AT4G04610"
"Chir08Ox-b04720.2","AT4G04580"
"Chir08Ox-b04730.2","AT4G04540"
"Chir08Ox-b04750.2","AT4G04510"
"Chir08Ox-b04770.2","AT4G04490"
"Chir08Ox-b04780.2","AT4G04480"
"Chir08Ox-b04790.2","AT4G04470"
"Chir08Ox-b04800.2","AT4G04460"
"Chir08Ox-b04810.2","AT4G04450"
"Chir08Ox-b04830.2","AT4G04370"
"Chir08Ox-b04840.2","AT4G04360"
"Chir08Ox-b04850.2","AT4G04350"
"Chir08Ox-b04860.2","AT4G04340"
"Chir08Ox-b04880.2","AT4G04330"
"Chir08Ox-b04890.2","AT4G04320"
"Chir08Ox-b05050.2","AT4G04210"
"Chir08Ox-b05060.2","AT4G04200"
"Chir08Ox-b05080.2","AT4G04190"
"Chir08Ox-b05090.2","AT4G04180"
"Chir08Ox-b05150.2","AT4G04090"
"Chir08Ox-b05170.2","AT4G04020"
"Chir08Ox-b05180.2","AT4G03965"
"Chir08Ox-b05190.2","AT4G03960"
"Chir08Ox-b05200.2","AT4G03820"
"Chir08Ox-b05210.2","AT4G05520"
"Chir08Ox-b05220.2","AT4G05530"
"Chir08Ox-b05230.2","AT5G37030"
"Chir08Ox-b05250.2","AT4G05590"
"Chir08Ox-b05260.2","AT4G14695"
"Chir08Ox-b05270.2","AT4G14700"
"Chir08Ox-b05290.2","AT4G12610"
"Chir08Ox-b05330.2","AT4G12570"
"Chir08Ox-b05340.2","AT4G12560"
"Chir08Ox-b05380.2","AT4G12540"
"Chir08Ox-b05390.2","AT4G12530"
"Chir08Ox-b05410.2","AT4G12520"
"Chir08Ox-b05430.2","AT4G12490"
"Chir08Ox-b05470.2","AT4G12460"
"Chir08Ox-b05480.2","AT4G12450"
"Chir08Ox-b05490.2","AT4G12440"
"Chir08Ox-b05500.2","AT4G12430"
"Chir08Ox-b05510.2","AT4G12420"
"Chir08Ox-b05520.2","AT4G12410"
"Chir08Ox-b05530.2","AT4G12400"
"Chir08Ox-b05540.2","AT4G12390"
"Chir08Ox-b05560.2","AT4G10660"
"Chir08Ox-b05570.2","AT4G00893"
"Chir08Ox-b05580.2","AT4G12370"
"Chir08Ox-b05590.2","AT4G12360"
"Chir08Ox-b05600.2","AT4G12350"
"Chir08Ox-b05610.2","AT4G12340"
"Chir08Ox-b05650.2","AT4G12320"
"Chir08Ox-b05660.2","AT4G12300"
"Chir08Ox-b05670.2","AT4G12290"
"Chir08Ox-b05690.2","AT4G12250"
"Chir08Ox-b05700.2","AT4G12240"
"Chir08Ox-b05710.2","AT4G12230"
"Chir08Ox-b05760.2","AT4G12130"
"Chir08Ox-b05770.2","AT4G12120"
"Chir08Ox-b05780.2","AT4G12110"
"Chir08Ox-b05800.2","AT4G12100"
"Chir08Ox-b05810.2","AT4G12090"
"Chir08Ox-b05820.2","AT4G12080"
"Chir08Ox-b05840.2","AT4G12070"
"Chir08Ox-b05850.2","AT4G12060"
"Chir08Ox-b05860.2","AT4G12050"
"Chir08Ox-b05870.2","AT4G12040"
"Chir08Ox-b05880.2","AT4G12030"
"Chir08Ox-b05910.2","AT4G12010"
"Chir08Ox-b05920.2","AT4G12020"
"Chir08Ox-b05940.2","AT4G12000"
"Chir08Ox-b05950.2","AT4G11990"
"Chir08Ox-b05960.2","AT4G11980"
"Chir08Ox-b05970.2","AT4G11970"
"Chir08Ox-b05980.2","AT4G11960"
"Chir08Ox-b05990.2","AT4G11950"
"Chir08Ox-b06000.2","AT4G11920"
"Chir08Ox-b06010.2","AT4G11911"
"Chir08Ox-b06020.2","AT4G11910"
"Chir08Ox-b06030.2","AT4G11900"
"Chir08Ox-b06060.2","AT4G11890"
"Chir08Ox-b06080.2","AT4G11880"
"Chir08Ox-b06090.2","AT4G11860"
"Chir08Ox-b06100.2","AT4G11850"
"Chir08Ox-b06110.2","AT4G11820"
"Chir08Ox-b06130.2","AT4G11810"
"Chir08Ox-b06140.2","AT4G11800"
"Chir08Ox-b06150.2","AT4G11790"
"Chir08Ox-b06160.2","AT4G11780"
"Chir08Ox-b06170.2","AT4G11750"
"Chir08Ox-b06210.2","AT4G11740"
"Chir08Ox-b06230.2","AT4G11720"
"Chir08Ox-b06250.2","AT4G11690"
"Chir08Ox-b06280.2","AT4G11680"
"Chir08Ox-b06300.2","AT4G11670"
"Chir08Ox-b06310.2","AT4G11660"
"Chir08Ox-b06330.2","AT4G11655"
"Chir08Ox-b06350.2","AT4G21050"
"Chir08Ox-b06370.2","AT4G11650"
"Chir08Ox-b06390.2","AT4G11640"
"Chir08Ox-b06400.2","AT4G11610"
"Chir08Ox-b06410.2","AT4G11600"
"Chir08Ox-b06430.2","AT4G11580"
"Chir08Ox-b06440.2","AT4G11570"
"Chir08Ox-b06450.2","AT4G11560"
"Chir08Ox-b06470.2","AT4G11530"
"Chir08Ox-b06500.2","AT4G11521"
"Chir08Ox-b06510.2","AT4G11510"
"Chir08Ox-b06560.2","AT4G11490"
"Chir08Ox-b06620.2","AT4G11470"
"Chir08Ox-b06650.2","AT4G11460"
"Chir08Ox-b06700.2","AT4G11450"
"Chir08Ox-b06710.2","AT4G11440"
"Chir08Ox-b06720.2","AT4G11420"
"Chir08Ox-b06730.2","AT4G11410"
"Chir08Ox-b06750.2","AT4G11400"
"Chir08Ox-b06760.2","AT4G11380"
"Chir08Ox-b06780.2","AT4G11360"
"Chir08Ox-b06790.2","AT4G11350"
"Chir08Ox-b06810.2","AT4G11340"
"Chir08Ox-b06830.2","AT4G11330"
"Chir08Ox-b06850.2","AT4G11320"
"Chir08Ox-b06860.2","AT4G11300"
"Chir08Ox-b06870.2","AT4G11290"
"Chir08Ox-b06880.2","AT4G11280"
"Chir08Ox-b06890.2","AT4G11270"
"Chir08Ox-b06900.2","AT4G11260"
"Chir08Ox-b06910.2","AT4G11240"
"Chir08Ox-b06920.2","AT4G11230"
"Chir08Ox-b06930.2","AT4G11220"
"Chir08Ox-b06950.2","AT4G11210"
"Chir08Ox-b06980.2","AT4G11175"
"Chir08Ox-b06990.2","AT4G11160"
"Chir08Ox-b07000.2","AT4G11150"
"Chir08Ox-b07020.2","AT4G11140"
"Chir08Ox-b07030.2","AT4G11130"
"Chir08Ox-b07040.2","AT4G11120"
"Chir08Ox-b07060.2","AT4G11110"
"Chir08Ox-b07100.2","AT4G11100"
"Chir08Ox-b07110.2","AT4G11090"
"Chir08Ox-b07120.2","AT4G11080"
"Chir08Ox-b07140.2","AT3G19790"
"Chir08Ox-b07150.2","AT5G26650"
"Chir08Ox-b07160.2","AT4G11060"
"Chir08Ox-b07170.2","AT4G09984"
"Chir08Ox-b07180.2","AT4G11050"
"Chir08Ox-b07190.2","AT4G11040"
"Chir08Ox-b07200.2","AT4G11030"
"Chir08Ox-b07240.2","AT4G11000"
"Chir08Ox-b07260.2","AT4G10960"
"Chir08Ox-b07270.2","AT4G10955"
"Chir08Ox-b07280.2","AT4G10950"
"Chir08Ox-b07290.2","AT4G10930"
"Chir08Ox-b07300.2","AT4G10925"
"Chir08Ox-b07310.2","AT4G10920"
"Chir08Ox-b07320.2","AT4G10910"
"Chir08Ox-b07340.2","AT4G10890"
"Chir08Ox-b07400.2","AT4G10850"
"Chir08Ox-b07410.2","AT4G10840"
"Chir08Ox-b07420.2","AT4G10810"
"Chir08Ox-b07430.2","AT4G10800"
"Chir08Ox-b07440.2","AT4G10790"
"Chir08Ox-b07450.2","AT4G10780"
"Chir08Ox-b07460.2","AT4G10770"
"Chir08Ox-b07470.2","AT4G10760"
"Chir08Ox-b07480.2","AT4G10750"
"Chir08Ox-b07500.2","AT4G10730"
"Chir08Ox-b07520.2","AT4G10720"
"Chir08Ox-b07530.2","AT4G10710"
"Chir08Ox-b07560.2","AT4G10650"
"Chir08Ox-b07590.2","AT4G10640"
"Chir08Ox-b07600.2","AT4G10630"
"Chir08Ox-b07610.2","AT4G10620"
"Chir08Ox-b07620.2","AT4G10610"
"Chir08Ox-b07630.2","AT4G27090"
"Chir08Ox-b07640.2","AT4G10600"
"Chir08Ox-b07650.2","AT4G10590"
"Chir08Ox-b07680.2","AT4G10560"
"Chir08Ox-b07690.2","AT4G10550"
"Chir08Ox-b07700.2","AT4G10540"
"Chir08Ox-b07710.2","AT4G20240"
"Chir08Ox-b07720.2","AT4G10520"
"Chir08Ox-b07780.2","AT4G10500"
"Chir08Ox-b07790.2","AT4G10490"
"Chir08Ox-b07800.2","AT4G10480"
"Chir08Ox-b07810.2","AT4G10470"
"Chir08Ox-b07820.2","AT4G10465"
"Chir08Ox-b07830.2","AT3G43750"
"Chir08Ox-b07840.2","AT4G10450"
"Chir08Ox-b07850.2","AT4G10440"
"Chir08Ox-b07860.2","AT4G10430"
"Chir08Ox-b07870.2","AT4G10390"
"Chir08Ox-b07880.2","AT2G42480"
"Chir08Ox-b07900.2","AT4G10380"
"Chir08Ox-b07910.2","AT4G10360"
"Chir08Ox-b07930.2","AT4G10350"
"Chir08Ox-b07940.2","AT4G10340"
"Chir08Ox-b07950.2","AT4G10330"
"Chir08Ox-b07980.2","AT4G10310"
"Chir08Ox-b07990.2","AT4G10300"
"Chir08Ox-b08010.2","AT4G10280"
"Chir08Ox-b08060.2","AT1G21250"
"Chir08Ox-b08070.2","AT4G10270"
"Chir08Ox-b08090.2","AT4G10260"
"Chir08Ox-b08100.2","AT4G10250"
"Chir08Ox-b08110.2","AT4G10240"
"Chir08Ox-b08120.2","AT4G05350"
"Chir08Ox-b08130.2","AT4G10180"
"Chir08Ox-b08150.2","AT4G10170"
"Chir08Ox-b08190.2","AT4G10150"
"Chir08Ox-b08200.2","AT4G10140"
"Chir08Ox-b08210.2","AT4G10130"
"Chir08Ox-b08220.2","AT4G10120"
"Chir08Ox-b08240.2","AT4G10115"
"Chir08Ox-b08270.2","AT4G10110"
"Chir08Ox-b08280.2","AT4G10100"
"Chir08Ox-b08310.2","AT4G10090"
"Chir08Ox-b08320.2","AT4G10080"
"Chir08Ox-b08360.2","AT4G10060"
"Chir08Ox-b08370.2","AT4G10050"
"Chir08Ox-b08390.2","AT4G10040"
"Chir08Ox-b08400.2","AT4G10030"
"Chir08Ox-b08410.2","AT4G10020"
"Chir08Ox-b08430.2","AT3G48205"
"Chir08Ox-b08450.2","AT4G09980"
"Chir08Ox-b08460.2","AT4G09970"
"Chir08Ox-b08500.2","AT4G09960"
"Chir08Ox-b08510.2","AT4G09950"
"Chir08Ox-b08520.2","AT4G09940"
"Chir08Ox-b08530.2","AT4G09900"
"Chir08Ox-b08540.2","AT4G09890"
"Chir08Ox-b08560.2","AT4G10000"
"Chir08Ox-b08600.2","AT4G09830"
"Chir08Ox-b08610.2","AT4G09820"
"Chir08Ox-b08650.2","AT4G09760"
"Chir08Ox-b08680.2","AT4G09750"
"Chir08Ox-b08710.2","AT4G09730"
"Chir08Ox-b08750.2","AT4G09720"
"Chir08Ox-b08760.2","AT4G09680"
"Chir08Ox-b08780.2","AT4G09670"
"Chir08Ox-b08830.2","AT4G09650"
"Chir08Ox-b08860.2","AT4G09640"
"Chir08Ox-b08870.2","AT4G09630"
"Chir08Ox-b08880.2","AT4G09620"
"Chir08Ox-b08890.2","AT4G09600"
"Chir08Ox-b08900.2","AT4G09580"
"Chir08Ox-b08910.2","AT4G09570"
"Chir08Ox-b08920.2","AT4G09560"
"Chir08Ox-b08930.2","AT4G09550"
"Chir08Ox-b08940.2","AT4G09530"
"Chir08Ox-b08950.2","AT4G09520"
"Chir08Ox-b08960.2","AT4G09510"
"Chir08Ox-b09000.2","AT4G09460"
"Chir08Ox-b09010.2","AT4G09350"
"Chir08Ox-b09040.2","AT4G09340"
"Chir08Ox-b09080.2","AT4G09320"
"Chir08Ox-b09130.2","AT4G09180"
"Chir08Ox-b09140.2","AT4G09170"
"Chir08Ox-b09160.2","AT4G09160"
"Chir08Ox-b09170.2","AT4G09150"
"Chir08Ox-b09200.2","AT4G09100"
"Chir08Ox-b09210.2","AT4G09130"
"Chir08Ox-b09240.2","AT4G09140"
"Chir08Ox-b09270.2","AT4G09060"
"Chir08Ox-b09280.2","AT4G09040"
"Chir08Ox-b09290.2","AT4G09030"
"Chir08Ox-b09300.2","AT4G09020"
"Chir08Ox-b09310.2","AT4G06634"
"Chir08Ox-b09320.2","AT4G06676"
"Chir08Ox-b09350.2","AT4G09010"
"Chir08Ox-b09370.2","AT4G08980"
"Chir08Ox-b09390.2","AT5G60090"
"Chir08Ox-b09400.2","AT4G08960"
"Chir08Ox-b09410.2","AT4G08950"
"Chir08Ox-b09420.2","AT4G08940"
"Chir08Ox-b09430.2","AT4G08920"
"Chir08Ox-b09440.2","AT4G08910"
"Chir08Ox-b09460.2","AT1G60170"
"Chir08Ox-b09500.2","AT4G08900"
"Chir08Ox-b09570.2","AT4G08850"
"Chir08Ox-b09580.2","AT2G25980"
"Chir08Ox-b09590.2","AT4G08840"
"Chir08Ox-b09600.2","AT4G08810"
"Chir08Ox-b09630.2","AT5G43400"
"Chir08Ox-b09640.2","AT4G08790"
"Chir08Ox-b09650.2","AT5G54215"
"Chir08Ox-b09660.2","AT4G08770"
"Chir08Ox-b09680.2","AT4G23990"
"Chir08Ox-b09690.2","AT4G08700"
"Chir08Ox-b09700.2","AT4G08690"
"Chir08Ox-b09710.2","AT4G08685"
"Chir08Ox-b09720.2","AT4G08670"
"Chir08Ox-b09730.2","AT4G08620"
"Chir08Ox-b09740.2","AT4G08570"
"Chir08Ox-b09780.2","AT4G08555"
"Chir08Ox-b09790.2","AT4G08550"
"Chir08Ox-b09800.2","AT4G08540"
"Chir08Ox-b09810.2","AT4G08520"
"Chir08Ox-b09840.2","AT4G08510"
"Chir08Ox-b09860.2","AT4G08500"
"Chir08Ox-b09880.2","AT4G08460"
"Chir08Ox-b09910.2","AT4G08455"
"Chir08Ox-b09950.2","AT4G08390"
"Chir08Ox-b09960.2","AT4G08350"
"Chir08Ox-b09970.2","AT2G42340"
"Chir08Ox-b09990.2","AT4G08330"
"Chir08Ox-b10000.2","AT4G08320"
"Chir08Ox-b10010.2","AT4G08310"
"Chir08Ox-b10020.2","AT4G08300"
"Chir08Ox-b10030.2","AT4G08290"
"Chir08Ox-b10040.2","AT4G08280"
"Chir08Ox-b10050.2","AT4G08250"
"Chir08Ox-b10060.2","AT4G08240"
"Chir08Ox-b10080.2","AT4G08230"
"Chir08Ox-b10110.2","AT4G08210"
"Chir08Ox-b10120.2","AT4G08180"
"Chir08Ox-b10140.2","AT5G48120"
"Chir08Ox-b10160.2","AT4G08170"
"Chir08Ox-b10170.2","AT4G08160"
"Chir08Ox-b10180.2","AT4G08150"
"Chir08Ox-b10190.2","AT5G28720"
"Chir08Ox-b10200.2","AT4G08040"
"Chir08Ox-b10210.2","AT4G07990"
"Chir08Ox-b10220.2","AT4G07960"
"Chir08Ox-b10260.2","AT4G07410"
"Chir08Ox-b10280.2","AT3G12350"
"Chir08Ox-b10300.2","AT4G07390"
"Chir08Ox-b10310.2","AT4G06746"
"Chir08Ox-b10340.2","AT4G06744"
"Chir08Ox-b10360.2","AT4G06599"
"Chir08Ox-b10370.2","AT4G06598"
"Chir08Ox-b10430.2","AT5G49650"
"Chir08Ox-b10440.2","AT5G49660"
"Chir08Ox-b10460.2","AT4G09660"
"Chir08Ox-b10470.2","AT5G49665"
"Chir08Ox-b10520.2","AT5G49680"
"Chir08Ox-b10540.2","AT5G49700"
"Chir08Ox-b10580.2","AT3G30320"
"Chir08Ox-b10590.2","ATMG00880"
"Chir08Ox-b10610.2","AT5G49720"
"Chir08Ox-b10640.2","AT5G49740"
"Chir08Ox-b10690.2","AT5G49760"
"Chir08Ox-b10720.2","AT3G49420"
"Chir08Ox-b10730.2","AT5G49800"
"Chir08Ox-b10740.2","AT5G49810"
"Chir08Ox-b10750.2","AT5G49820"
"Chir08Ox-b10790.2","AT5G49830"
"Chir08Ox-b10820.2","AT5G49840"
"Chir08Ox-b10840.2","AT5G49880"
"Chir08Ox-b10850.2","AT5G49890"
"Chir08Ox-b10870.2","AT5G49900"
"Chir08Ox-b10890.2","AT5G49920"
"Chir08Ox-b10900.2","AT5G49930"
"Chir08Ox-b10910.2","AT5G49940"
"Chir08Ox-b10920.2","AT5G49945"
"Chir08Ox-b10930.2","AT5G49950"
"Chir08Ox-b10950.2","AT5G49960"
"Chir08Ox-b10960.2","AT5G49970"
"Chir08Ox-b10970.2","AT5G49980"
"Chir08Ox-b10980.2","AT5G49990"
"Chir08Ox-b10990.2","AT1G66235"
"Chir08Ox-b11000.2","AT5G50000"
"Chir08Ox-b11010.2","AT5G50010"
"Chir08Ox-b11020.2","AT5G50011"
"Chir08Ox-b11040.2","AT5G50020"
"Chir08Ox-b11050.2","AT5G50030"
"Chir08Ox-b11070.2","AT5G50040"
"Chir08Ox-b11080.2","AT5G50080"
"Chir08Ox-b11110.2","ATCG01070"
"Chir08Ox-b11150.2","AT5G50090"
"Chir08Ox-b11160.2","AT5G50100"
"Chir08Ox-b11170.2","AT5G50110"
"Chir08Ox-b11180.2","AT5G50120"
"Chir08Ox-b11190.2","AT5G50130"
"Chir08Ox-b11210.2","AT2G07190"
"Chir08Ox-b11230.2","AT3G43150"
"Chir08Ox-b11240.2","AT5G50150"
"Chir08Ox-b11250.2","AT5G50160"
"Chir08Ox-b11260.2","AT5G50170"
"Chir08Ox-b11270.2","AT5G50175"
"Chir08Ox-b11280.2","AT5G50180"
"Chir08Ox-b11300.2","AT5G50200"
"Chir08Ox-b11310.2","AT5G50210"
"Chir08Ox-b11320.2","AT5G50220"
"Chir08Ox-b11340.2","AT5G50230"
"Chir08Ox-b11350.2","AT5G50240"
"Chir08Ox-b11360.2","AT5G50260"
"Chir08Ox-b11400.2","AT5G50280"
"Chir08Ox-b11410.2","AT5G50290"
"Chir08Ox-b11430.2","AT5G50300"
"Chir08Ox-b11450.2","AT5G50310"
"Chir08Ox-b11470.2","AT5G39480"
"Chir08Ox-b11480.2","AT5G50320"
"Chir08Ox-b11500.2","AT5G64240"
"Chir08Ox-b11510.2","AT5G50330"
"Chir08Ox-b11550.2","AT5G50335"
"Chir08Ox-b11560.2","AT5G50340"
"Chir08Ox-b11570.2","AT5G50345"
"Chir08Ox-b11580.2","AT5G50360"
"Chir08Ox-b11590.2","AT5G50350"
"Chir08Ox-b11610.2","AT5G50370"
"Chir08Ox-b11620.2","AT5G50375"
"Chir08Ox-b11630.2","AT5G50620"
"Chir08Ox-b11690.2","AT5G50390"
"Chir08Ox-b11710.2","AT5G50410"
"Chir08Ox-b11740.2","AT1G43145"
"Chir08Ox-b11770.2","AT5G50430"
"Chir08Ox-b11780.2","AT5G50440"
"Chir08Ox-b11800.2","AT5G50450"
"Chir08Ox-b11820.2","AT5G50480"
"Chir08Ox-b11860.2","AT5G50520"
"Chir08Ox-b11870.2","AT5G50530"
"Chir08Ox-b11890.2","AT5G50560"
"Chir08Ox-b11910.2","AT5G50670"
"Chir08Ox-b11930.2","AT5G50680"
"Chir08Ox-b11950.2","AT5G50600"
"Chir08Ox-b11960.2","AT5G50710"
"Chir08Ox-b11980.2","AT5G50720"
"Chir08Ox-b11990.2","AT5G50740"
"Chir08Ox-b12000.2","AT5G50750"
"Chir08Ox-b12010.2","AT5G50760"
"Chir08Ox-b12020.2","AT5G50770"
"Chir08Ox-b12050.2","AT5G50780"
"Chir08Ox-b12070.2","AT5G50790"
"Chir08Ox-b12080.2","AT5G50800"
"Chir08Ox-b12090.2","AT3G45150"
"Chir08Ox-b12110.2","AT5G65960"
"Chir08Ox-b12130.2","AT5G50820"
"Chir08Ox-b12140.2","AT5G50830"
"Chir08Ox-b12150.2","AT5G50840"
"Chir08Ox-b12160.2","AT5G50850"
"Chir08Ox-b12170.2","AT5G50860"
"Chir08Ox-b12180.2","AT5G50870"
"Chir08Ox-b12190.2","AT5G50890"
"Chir08Ox-b12200.2","AT5G50900"
"Chir08Ox-b12210.2","AT5G50915"
"Chir08Ox-b12220.2","AT5G50920"
"Chir08Ox-b12230.2","AT2G01470"
"Chir08Ox-b12260.2","AT5G50930"
"Chir08Ox-b12280.2","AT5G50950"
"Chir08Ox-b12290.2","AT5G51000"
"Chir08Ox-b12310.2","AT5G50960"
"Chir08Ox-b12320.2","AT5G50970"
"Chir08Ox-b12330.2","AT5G50990"
"Chir08Ox-b12370.2","AT5G51010"
"Chir08Ox-b12380.2","AT5G51020"
"Chir08Ox-b12420.2","AT5G51030"
"Chir08Ox-b12470.2","AT5G51040"
"Chir08Ox-b12500.2","AT5G51050"
"Chir08Ox-b12520.2","AT5G51060"
"Chir08Ox-b12540.2","AT5G51070"
"Chir08Ox-b12550.2","AT4G00650"
"Chir08Ox-b12560.2","AT5G51100"
"Chir08Ox-b12580.2","AT5G51110"
"Chir08Ox-b12590.2","AT5G51120"
"Chir08Ox-b12630.2","AT5G51130"
"Chir08Ox-b12650.2","AT4G27710"
"Chir08Ox-b12660.2","AT5G51140"
"Chir08Ox-b12670.2","AT5G51150"
"Chir08Ox-b12680.2","AT5G51160"
"Chir08Ox-b12690.2","AT5G51170"
"Chir08Ox-b12730.2","AT5G51180"
"Chir08Ox-b12740.2","AT5G51190"
"Chir08Ox-b12770.2","AT5G51210"
"Chir08Ox-b12780.2","AT5G51220"
"Chir08Ox-b12790.2","AT5G51230"
"Chir08Ox-b12800.2","AT5G51260"
"Chir08Ox-b12810.2","AT5G51270"
"Chir08Ox-b12830.2","AT5G51290"
"Chir08Ox-b12880.2","AT5G51300"
"Chir08Ox-b12890.2","AT5G51310"
"Chir08Ox-b12900.2","AT5G51330"
"Chir08Ox-b12910.2","AT5G51340"
"Chir08Ox-b12920.2","AT5G51370"
"Chir08Ox-b12940.2","AT5G51380"
"Chir08Ox-b12950.2","AT5G51390"
"Chir08Ox-b12960.2","AT5G51400"
"Chir08Ox-b12970.2","AT5G51410"
"Chir08Ox-b12980.2","AT5G51420"
"Chir08Ox-b13010.2","AT5G51430"
"Chir08Ox-b13020.2","AT5G51440"
"Chir08Ox-b13030.2","AT5G51451"
"Chir08Ox-b13040.2","AT5G51460"
"Chir08Ox-b13050.2","AT1G65352"
"Chir08Ox-b13060.2","AT5G51480"
"Chir08Ox-b13070.2","AT4G06534"
"Chir08Ox-b13080.2","AT5G51490"
"Chir08Ox-b13140.2","AT5G51510"
"Chir08Ox-b13150.2","AT5G51520"
"Chir08Ox-b13160.2","AT5G51540"
"Chir08Ox-b13170.2","AT5G51545"
"Chir08Ox-b13180.2","AT5G51550"
"Chir08Ox-b13190.2","AT5G51560"
"Chir08Ox-b13200.2","AT5G51570"
"Chir08Ox-b13220.2","AT5G51590"
"Chir08Ox-b13230.2","AT5G51600"
"Chir08Ox-b13250.2","AT5G51640"
"Chir08Ox-b13260.2","AT5G51660"
"Chir08Ox-b13270.2","AT5G51670"
"Chir08Ox-b13290.2","AT5G51680"
"Chir08Ox-b13300.2","AT5G51690"
"Chir08Ox-b13310.2","AT5G51700"
"Chir08Ox-b13320.2","AT2G26740"
