PeakID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Chi_ID	Ath_ID
Peak11184	Chr2	5909299	5909746	+	0	NA	Intergenic	NA	-3291	Chir02Ox_b08120.2_T001	Chir02Ox_b08120.2	NA
Peak11185	Chr8	3459116	3459658	+	0	NA	promoter-TSS	NA	-1798	Chir08Ox_b06960.2_T001	Chir08Ox_b06960.2	NA
Peak11186	Chr1	8399370	8399867	+	0	NA	promoter-TSS	NA	-23	Chir01Ox_b23400.2_T002	Chir01Ox_b23400.2	AT1G23560
Peak11187	Chr8	16522367	16522793	+	0	NA	promoter-TSS	NA	-97	Chir08Ox_b21210.2_T001	Chir08Ox_b21210.2	AT5G58950
Peak11188	Chr4	22589659	22590225	+	0	NA	promoter-TSS	NA	-30	Chir04Ox_b22740.2_T001	Chir04Ox_b22740.2	AT2G40100
Peak11189	Chr2	21077677	21078024	+	0	NA	TTS	NA	1246	Chir02Ox_b22710.2_T001	Chir02Ox_b22710.2	AT1G75770
Peak11190	Chr1	11704219	11704706	+	0	NA	Intergenic	NA	-4085	Chir01Ox_b29900.2_T001	Chir01Ox_b29900.2	AT1G31310
Peak11191	Chr8	17666312	17666678	+	0	NA	promoter-TSS	NA	-1856	Chir08Ox_b24220.2_T001	Chir08Ox_b24220.2	AT5G61670
Peak11192	Chr1	8467073	8468146	+	0	NA	promoter-TSS	NA	-287	Chir01Ox_b23550.2_T001	Chir01Ox_b23550.2	AT1G23780
Peak11193	Chr8	15855199	15855649	+	0	NA	promoter-TSS	NA	-232	Chir08Ox_b19430.2_T001	Chir08Ox_b19430.2	AT5G57230
Peak11194	Chr1	629435	629823	+	0	NA	promoter-TSS	NA	-844	Chir01Ox_b01720.2_T001	Chir01Ox_b01720.2	NA
Peak11195	Chr6	3815063	3815493	+	0	NA	promoter-TSS	NA	25	Chir06Ox_b05150.2_T001	Chir06Ox_b05150.2	AT5G44040
Peak11196	Chr8	18123395	18123794	+	0	NA	exon	NA	110	Chir08Ox_b25290.2_T001	Chir08Ox_b25290.2	AT5G62790
Peak11197	Chr5	3324081	3324756	+	0	NA	promoter-TSS	NA	61	Chir05Ox_b05500.2_T001	Chir05Ox_b05500.2	AT3G27880
Peak11198	Chr4	13718846	13719213	+	0	NA	Intergenic	NA	21205	Chir04Ox_b08180.2_T001	Chir04Ox_b08180.2	NA
Peak11199	Chr3	6115205	6115683	+	0	NA	promoter-TSS	NA	-216	Chir03Ox_b17520.2_T001	Chir03Ox_b17520.2	AT3G17680
Peak11200	Chr2	22885974	22886939	+	0	NA	intron	NA	1347	Chir02Ox_b27340.2_T001	Chir02Ox_b27340.2	AT1G80610
Peak11201	Chr7	16722596	16722968	+	0	NA	promoter-TSS	NA	-62	Chir07Ox_b12470.2_T001	Chir07Ox_b12470.2	AT4G15930
Peak11202	Chr3	9657370	9657755	+	0	NA	promoter-TSS	NA	-292	Chir03Ox_b24670.2_T001	Chir03Ox_b24670.2	NA
Peak11203	Chr3	16572140	16572519	+	0	NA	Intergenic	NA	-24924	Chir03Ox_b28800.2_T001	Chir03Ox_b28800.2	NA
Peak11204	Chr1	22786387	22787388	+	0	NA	TTS	NA	392	Chir01Ox_b36320.2_T002	Chir01Ox_b36320.2	AT1G47710
Peak11205	Chr7	22463094	22464017	+	0	NA	promoter-TSS	NA	-1127	Chir07Ox_b26010.2_T001	Chir07Ox_b26010.2	AT2G20260
Peak11206	Chr5	23357014	23357460	+	0	NA	promoter-TSS	NA	-1838	Chir05Ox_b26540.2_T001	Chir05Ox_b26540.2	AT3G60690
Peak11207	Chr7	13615656	13616048	+	0	NA	Intergenic	NA	13361	Chir07Ox_b09200.2_T001	Chir07Ox_b09200.2	NA
Peak11208	Chr1	14554200	14554987	+	0	NA	promoter-TSS	NA	-272	Chir01Ox_b32720.2_T001	Chir01Ox_b32720.2	NA
Peak11209	Chr2	676461	676870	+	0	NA	promoter-TSS	NA	-130	Chir02Ox_b01150.2_T001	Chir02Ox_b01150.2	AT1G63840
Peak11210	Chr2	6663859	6664337	+	0	NA	exon	NA	179	Chir02Ox_b08700.2_T001	Chir02Ox_b08700.2	AT4G23160
Peak11211	Chr6	4002784	4003363	+	0	NA	intron	NA	717	Chir06Ox_b05400.2_T001	Chir06Ox_b05400.2	AT5G43860
Peak11212	Chr5	21135402	21135794	+	0	NA	promoter-TSS	NA	-148	Chir05Ox_b20610.2_T001	Chir05Ox_b20610.2	AT3G55060
Peak11213	Chr8	16779755	16780304	+	0	NA	promoter-TSS	NA	-325	Chir08Ox_b21920.2_T001	Chir08Ox_b21920.2	NA
Peak11214	Chr2	19884428	19884963	+	0	NA	TTS	NA	2183	Chir02Ox_b19620.2_T001	Chir02Ox_b19620.2	AT1G72950
Peak11215	Chr3	8271761	8272253	+	0	NA	promoter-TSS	NA	-782	Chir03Ox_b22610.2_T001	Chir03Ox_b22610.2	AT3G22540
Peak11216	Chr6	24669761	24670167	+	0	NA	promoter-TSS	NA	-78	Chir06Ox_b34010.2_T001	Chir06Ox_b34010.2	AT5G04940
Peak11217	Chr3	4819730	4820252	+	0	NA	promoter-TSS	NA	-2112	Chir03Ox_b13980.2_T001	Chir03Ox_b13980.2	AT3G14440
Peak11218	Chr3	21462061	21462418	+	0	NA	promoter-TSS	NA	43	Chir03Ox_b32370.2_T001	Chir03Ox_b32370.2	NA
Peak11219	Chr1	9145071	9145403	+	0	NA	promoter-TSS	NA	-1663	Chir01Ox_b24920.2_T001	Chir01Ox_b24920.2	AT1G26270
Peak11220	Chr4	21128102	21129075	+	0	NA	promoter-TSS	NA	-955	Chir04Ox_b19450.2_T001	Chir04Ox_b19450.2	AT2G37030
Peak11221	Chr4	1136152	1136704	+	0	NA	exon	NA	136	Chir04Ox_b01590.2_T001	Chir04Ox_b01590.2	AT2G22240
Peak11222	Chr8	7386023	7386397	+	0	NA	Intergenic	NA	4916	Chir08Ox_b10040.2_T001	Chir08Ox_b10040.2	AT4G08280
Peak11223	Chr6	24030324	24030740	+	0	NA	intron	NA	837	Chir06Ox_b32220.2_T002	Chir06Ox_b32220.2	AT5G06750
Peak11224	Chr7	19016769	19017130	+	0	NA	TTS	NA	1974	Chir07Ox_b17200.2_T002	Chir07Ox_b17200.2	NA
Peak11225	Chr7	17260082	17260679	+	0	NA	Intergenic	NA	5110	Chir07Ox_b13530.2_T001	Chir07Ox_b13530.2	AT4G16750
Peak11226	Chr8	19102804	19103214	+	0	NA	TTS	NA	1753	Chir08Ox_b28090.2_T001	Chir08Ox_b28090.2	AT5G65410
Peak11227	Chr2	6667398	6667775	+	0	NA	promoter-TSS	NA	-13	Chir02Ox_b08710.2_T002	Chir02Ox_b08710.2	NA
Peak11228	Chr5	1460674	1461029	+	0	NA	TTS	NA	841	Chir05Ox_b02650.2_T001	Chir05Ox_b02650.2	AT2G03955
Peak11229	Chr4	8648805	8649472	+	0	NA	Intergenic	NA	7837	Chir04Ox_b05330.2_T001	Chir04Ox_b05330.2	AT2G25260
Peak11230	Chr5	1535107	1535474	+	0	NA	promoter-TSS	NA	-1725	Chir05Ox_b02790.2_T003	Chir05Ox_b02790.2	AT3G25560
Peak11231	Chr6	25024805	25025353	+	0	NA	promoter-TSS	NA	78	Chir06Ox_b34920.2_T001	Chir06Ox_b34920.2	AT5G04040
Peak11232	Chr5	12771351	12771669	+	0	NA	Intergenic	NA	3951	Chir05Ox_b08910.2_T001	Chir05Ox_b08910.2	AT3G44260
Peak11233	Chr7	3038423	3038988	+	0	NA	intron	NA	1240	Chir07Ox_b04340.2_T001	Chir07Ox_b04340.2	AT5G38710
Peak11234	Chr7	18317421	18318618	+	0	NA	promoter-TSS	NA	-1414	Chir07Ox_b15770.2_T001	Chir07Ox_b15770.2	AT4G18820
Peak11235	Chr5	23347158	23348377	+	0	NA	TTS	NA	2363	Chir05Ox_b26520.2_T001	Chir05Ox_b26520.2	AT3G60670
Peak11236	Chr4	23286219	23286655	+	0	NA	promoter-TSS	NA	-1252	Chir04Ox_b24470.2_T002	Chir04Ox_b24470.2	AT2G41680
Peak11237	Chr1	2514161	2514653	+	0	NA	promoter-TSS	NA	-124	Chir01Ox_b07310.2_T001	Chir01Ox_b07310.2	NA
Peak11238	Chr6	17512841	17513146	+	0	NA	promoter-TSS	NA	-36	Chir06Ox_b15360.2_T001	Chir06Ox_b15360.2	NA
Peak11239	Chr5	21867327	21867754	+	0	NA	promoter-TSS	NA	190	Chir05Ox_b22540.2_T001	Chir05Ox_b22540.2	AT3G56950
Peak11240	Chr6	516969	517806	+	0	NA	promoter-TSS	NA	-958	Chir06Ox_b01110.2_T002	Chir06Ox_b01110.2	AT5G46790
Peak11241	Chr6	14671537	14671860	+	0	NA	exon	NA	1395	Chir06Ox_b10980.2_T002	Chir06Ox_b10980.2	AT5G49300
Peak11242	Chr8	6738675	6739030	+	0	NA	Intergenic	NA	8133	Chir08Ox_b09740.2_T001	Chir08Ox_b09740.2	AT4G08570
Peak11243	Chr6	579919	580387	+	0	NA	promoter-TSS	NA	-49	Chir06Ox_b01260.2_T001	Chir06Ox_b01260.2	NA
Peak11244	Chr8	18315342	18315847	+	0	NA	promoter-TSS	NA	-306	Chir08Ox_b25880.2_T002	Chir08Ox_b25880.2	AT5G63320
Peak11245	Chr2	19791787	19792275	+	0	NA	intron	NA	1319	Chir02Ox_b19400.2_T001	Chir02Ox_b19400.2	AT1G72710
Peak11246	Chr6	24586055	24586576	+	0	NA	promoter-TSS	NA	83	Chir06Ox_b33790.2_T002	Chir06Ox_b33790.2	AT5G05170
Peak11247	Chr7	19413518	19414054	+	0	NA	promoter-TSS	NA	-83	Chir07Ox_b18090.2_T001	Chir07Ox_b18090.2	AT4G21450
Peak11248	Chr4	18871755	18872395	+	0	NA	promoter-TSS	NA	-136	Chir04Ox_b14300.2_T001	Chir04Ox_b14300.2	NA
Peak11249	Chr7	16633737	16634141	+	0	NA	exon	NA	120	Chir07Ox_b12260.2_T003	Chir07Ox_b12260.2	NA
Peak11250	Chr7	15746363	15746784	+	0	NA	Intergenic	NA	5088	Chir07Ox_b10850.2_T001	Chir07Ox_b10850.2	AT4G14723
Peak11251	Chr1	2515396	2516077	+	0	NA	promoter-TSS	NA	-232	Chir01Ox_b07320.2_T001	Chir01Ox_b07320.2	AT1G07670
Peak11252	Chr3	22871648	22872189	+	0	NA	Intergenic	NA	-3275	Chir03Ox_b34380.2_T001	Chir03Ox_b34380.2	AT2G19800
Peak11253	Chr1	7822741	7823174	+	0	NA	promoter-TSS	NA	-733	Chir01Ox_b21960.2_T001	Chir01Ox_b21960.2	AT1G22220
Peak11254	Chr7	23730457	23730838	+	0	NA	intron	NA	1138	Chir07Ox_b29190.2_T001	Chir07Ox_b29190.2	AT4G31890
Peak11255	Chr1	22314655	22315059	+	0	NA	intron	NA	993	Chir01Ox_b35830.2_T001	Chir01Ox_b35830.2	AT1G47128
Peak11256	Chr2	302542	302881	+	0	NA	promoter-TSS	NA	-15	Chir02Ox_b00420.2_T002	Chir02Ox_b00420.2	AT1G64430
Peak11257	Chr5	541664	542025	+	0	NA	promoter-TSS	NA	-2736	Chir05Ox_b00970.2_T001	Chir05Ox_b00970.2	AT2G01950
Peak11258	Chr4	21071104	21071525	+	0	NA	promoter-TSS	NA	-1989	Chir04Ox_b19310.2_T001	Chir04Ox_b19310.2	AT2G36950
Peak11259	Chr3	6068628	6069710	+	0	NA	promoter-TSS	NA	-2231	Chir03Ox_b17350.2_T002	Chir03Ox_b17350.2	AT3G17510
Peak11260	Chr1	5304228	5304830	+	0	NA	promoter-TSS	NA	-522	Chir01Ox_b15030.2_T001	Chir01Ox_b15030.2	AT1G14890
Peak11261	Chr1	11099216	11099691	+	0	NA	promoter-TSS	NA	49	Chir01Ox_b28900.2_T002	Chir01Ox_b28900.2	AT1G30380
Peak11262	Chr8	15615405	15615979	+	0	NA	Intergenic	NA	-5585	Chir08Ox_b19030.2_T001	Chir08Ox_b19030.2	AT5G56860
Peak11263	Chr6	21031304	21031963	+	0	NA	promoter-TSS	NA	-1197	Chir06Ox_b24130.2_T001	Chir06Ox_b24130.2	AT5G15240
Peak11264	Chr1	8730830	8731529	+	0	NA	promoter-TSS	NA	-343	Chir01Ox_b24020.2_T001	Chir01Ox_b24020.2	AT1G27120
Peak11265	Chr5	22070018	22070854	+	0	NA	promoter-TSS	NA	-57	Chir05Ox_b23100.2_T001	Chir05Ox_b23100.2	AT3G57450
Peak11266	Chr7	3774591	3775221	+	0	NA	intron	NA	706	Chir07Ox_b05090.2_T001	Chir07Ox_b05090.2	AT5G38030
Peak11267	Chr8	13680772	13681091	+	0	NA	promoter-TSS	NA	-2313	Chir08Ox_b15000.2_T001	Chir08Ox_b15000.2	AT5G53220
Peak11268	Chr8	187317	187741	+	0	NA	TTS	NA	3202	Chir08Ox_b00530.2_T001	Chir08Ox_b00530.2	AT4G00400
Peak11269	Chr8	18174547	18175461	+	0	NA	promoter-TSS	NA	-1590	Chir08Ox_b25390.2_T003	Chir08Ox_b25390.2	AT3G48050
Peak11270	Chr6	24053605	24054144	+	0	NA	promoter-TSS	NA	-776	Chir06Ox_b32290.2_T001	Chir06Ox_b32290.2	AT5G06710
Peak11271	Chr2	20842939	20843406	+	0	NA	promoter-TSS	NA	-755	Chir02Ox_b22180.2_T001	Chir02Ox_b22180.2	AT1G75240
Peak11272	Chr3	5524114	5524444	+	0	NA	promoter-TSS	NA	-32	Chir03Ox_b15910.2_T001	Chir03Ox_b15910.2	AT3G16150
Peak11273	Chr5	21169639	21170044	+	0	NA	promoter-TSS	NA	96	Chir05Ox_b20700.2_T001	Chir05Ox_b20700.2	AT3G55140
Peak11274	Chr7	26335516	26336326	+	0	NA	promoter-TSS	NA	-1961	Chir07Ox_b35860.2_T002	Chir07Ox_b35860.2	AT4G39850
Peak11275	Chr3	7435078	7435434	+	0	NA	exon	NA	1855	Chir03Ox_b20670.2_T001	Chir03Ox_b20670.2	AT3G20640
Peak11276	Chr7	16179498	16179912	+	0	NA	promoter-TSS	NA	-20	Chir07Ox_b11590.2_T001	Chir07Ox_b11590.2	AT4G15240
Peak11277	Chr6	674521	674990	+	0	NA	intron	NA	943	Chir06Ox_b01440.2_T001	Chir06Ox_b01440.2	AT5G46600
Peak11278	Chr8	10124215	10124608	+	0	NA	TTS	NA	2458	Chir08Ox_b11290.2_T001	Chir08Ox_b11290.2	NA
Peak11279	Chr4	12537640	12538447	+	0	NA	Intergenic	NA	-84577	Chir04Ox_b07660.2_T001	Chir04Ox_b07660.2	NA
Peak11280	Chr2	3395397	3395748	+	0	NA	TTS	NA	1431	Chir02Ox_b05930.2_T001	Chir02Ox_b05930.2	AT1G60470
Peak11281	Chr6	17257166	17257612	+	0	NA	TTS	NA	1963	Chir06Ox_b14870.2_T001	Chir06Ox_b14870.2	AT5G24880
Peak11282	Chr3	2152813	2153552	+	0	NA	TTS	NA	1341	Chir03Ox_b06310.2_T001	Chir03Ox_b06310.2	AT3G06740
Peak11283	Chr1	16356025	16356390	+	0	NA	promoter-TSS	NA	-80	Chir01Ox_b33530.2_T001	Chir01Ox_b33530.2	NA
Peak11284	Chr4	14337062	14337470	+	0	NA	Intergenic	NA	4120	Chir04Ox_b08510.2_T002	Chir04Ox_b08510.2	AT3G23165
Peak11285	Chr4	13255744	13256143	+	0	NA	exon	NA	802	Chir04Ox_b07950.2_T001	Chir04Ox_b07950.2	NA
Peak11286	Chr5	23924394	23924952	+	0	NA	promoter-TSS	NA	-975	Chir05Ox_b28040.2_T001	Chir05Ox_b28040.2	AT3G62340
Peak11287	Chr6	14748499	14749438	+	0	NA	promoter-TSS	NA	-155	Chir06Ox_b11080.2_T002	Chir06Ox_b11080.2	AT5G49360
Peak11288	Chr2	475670	476052	+	0	NA	promoter-TSS	NA	-763	Chir02Ox_b00800.2_T001	Chir02Ox_b00800.2	AT1G64080
Peak11289	Chr1	15058209	15058571	+	0	NA	exon	NA	389	Chir01Ox_b33110.2_T001	Chir01Ox_b33110.2	AT1G35160
Peak11290	Chr6	24812665	24813047	+	0	NA	promoter-TSS	NA	-878	Chir06Ox_b34370.2_T001	Chir06Ox_b34370.2	AT5G04550
Peak11291	Chr1	9824711	9826040	+	0	NA	promoter-TSS	NA	-2019	Chir01Ox_b26460.2_T001	Chir01Ox_b26460.2	AT1G27690
Peak11292	Chr4	24197376	24197721	+	0	NA	promoter-TSS	NA	-1094	Chir04Ox_b26890.2_T001	Chir04Ox_b26890.2	AT2G44080
Peak11293	Chr8	5156697	5157233	+	0	NA	promoter-TSS	NA	-89	Chir08Ox_b08860.2_T002	Chir08Ox_b08860.2	AT4G09640
Peak11294	Chr6	15233956	15234332	+	0	NA	intron	NA	954	Chir06Ox_b11560.2_T001	Chir06Ox_b11560.2	AT5G28300
Peak11295	Chr1	11233718	11234061	+	0	NA	promoter-TSS	NA	65	Chir01Ox_b29150.2_T001	Chir01Ox_b29150.2	AT1G30610
Peak11296	Chr6	20037397	20037736	+	0	NA	exon	NA	294	Chir06Ox_b21410.2_T001	Chir06Ox_b21410.2	NA
Peak11297	Chr5	21448881	21449211	+	0	NA	TTS	NA	2634	Chir05Ox_b21370.2_T001	Chir05Ox_b21370.2	AT3G55720
Peak11298	Chr7	22184931	22185269	+	0	NA	promoter-TSS	NA	-44	Chir07Ox_b25190.2_T002	Chir07Ox_b25190.2	AT4G28025
Peak11299	Chr8	9183259	9183631	+	0	NA	promoter-TSS	NA	-926	Chir08Ox_b10750.2_T001	Chir08Ox_b10750.2	AT5G49820
Peak11300	Chr8	1996281	1996665	+	0	NA	promoter-TSS	NA	94	Chir08Ox_b04370.2_T001	Chir08Ox_b04370.2	AT4G04950
Peak11301	Chr3	17914271	17914596	+	0	NA	exon	NA	4211	Chir03Ox_b29460.2_T001	Chir03Ox_b29460.2	AT2G15320
Peak11302	Chr2	18652173	18652522	+	0	NA	Intergenic	NA	-3173	Chir02Ox_b16780.2_T001	Chir02Ox_b16780.2	NA
Peak11303	Chr6	21367363	21367707	+	0	NA	promoter-TSS	NA	-565	Chir06Ox_b25000.2_T001	Chir06Ox_b25000.2	AT5G14400
Peak11304	Chr6	1298782	1299488	+	0	NA	promoter-TSS	NA	-223	Chir06Ox_b02440.2_T001	Chir06Ox_b02440.2	AT5G45800
Peak11305	Chr1	6408138	6408614	+	0	NA	TTS	NA	1452	Chir01Ox_b18290.2_T001	Chir01Ox_b18290.2	AT1G18280
Peak11306	Chr6	23295701	23296074	+	0	NA	promoter-TSS	NA	40	Chir06Ox_b30230.2_T001	Chir06Ox_b30230.2	AT5G08660
Peak11307	Chr6	7548430	7549050	+	0	NA	TTS	NA	1672	Chir06Ox_b07910.2_T001	Chir06Ox_b07910.2	AT5G42440
Peak11308	Chr6	815883	816616	+	0	NA	promoter-TSS	NA	-260	Chir06Ox_b01640.2_T001	Chir06Ox_b01640.2	NA
Peak11309	Chr6	24386346	24386669	+	0	NA	TTS	NA	3768	Chir06Ox_b33180.2_T001	Chir06Ox_b33180.2	AT5G05820
Peak11310	Chr3	4333669	4333984	+	0	NA	Intergenic	NA	4428	Chir03Ox_b12670.2_T001	Chir03Ox_b12670.2	AT3G13400
Peak11311	Chr6	25973202	25973696	+	0	NA	promoter-TSS	NA	-868	Chir06Ox_b37370.2_T001	Chir06Ox_b37370.2	AT5G01410
Peak11312	Chr2	20368473	20368853	+	0	NA	intron	NA	682	Chir02Ox_b20860.2_T001	Chir02Ox_b20860.2	AT1G74020
Peak11313	Chr1	5514223	5514649	+	0	NA	Intergenic	NA	-6565	Chir01Ox_b15660.2_T001	Chir01Ox_b15660.2	AT1G15550
Peak11314	Chr6	25865711	25866382	+	0	NA	Intergenic	NA	3317	Chir06Ox_b37100.2_T001	Chir06Ox_b37100.2	AT5G01200
Peak11315	Chr6	23809414	23809820	+	0	NA	promoter-TSS	NA	-114	Chir06Ox_b31600.2_T001	Chir06Ox_b31600.2	NA
Peak11316	Chr4	24548039	24548476	+	0	NA	promoter-TSS	NA	-352	Chir04Ox_b27830.2_T001	Chir04Ox_b27830.2	AT2G44980
Peak11317	Chr6	18602809	18603121	+	0	NA	Intergenic	NA	-4791	Chir06Ox_b17780.2_T001	Chir06Ox_b17780.2	AT5G21280
Peak11318	Chr3	18182589	18182933	+	0	NA	promoter-TSS	NA	-144	Chir03Ox_b29570.2_T001	Chir03Ox_b29570.2	NA
Peak11319	Chr2	19920582	19921004	+	0	NA	TTS	NA	1501	Chir02Ox_b19700.2_T001	Chir02Ox_b19700.2	AT1G73000
Peak11320	Chr8	16216618	16216985	+	0	NA	promoter-TSS	NA	8	Chir08Ox_b20300.2_T001	Chir08Ox_b20300.2	AT5G58090
Peak11321	Chr7	24533499	24533963	+	0	NA	promoter-TSS	NA	-1334	Chir07Ox_b31180.2_T001	Chir07Ox_b31180.2	AT4G33865
Peak11322	Chr3	8944835	8945238	+	0	NA	promoter-TSS	NA	-2333	Chir03Ox_b23680.2_T003	Chir03Ox_b23680.2	AT3G23590
Peak11323	Chr1	4313967	4314315	+	0	NA	TTS	NA	1225	Chir01Ox_b12230.2_T001	Chir01Ox_b12230.2	AT1G12320
Peak11324	Chr6	18169933	18170371	+	0	NA	promoter-TSS	NA	-746	Chir06Ox_b16810.2_T001	Chir06Ox_b16810.2	AT5G22940
Peak11325	Chr5	5638002	5638513	+	0	NA	TTS	NA	1495	Chir05Ox_b06930.2_T002	Chir05Ox_b06930.2	AT3G28950
Peak11326	Chr7	24980179	24980543	+	0	NA	promoter-TSS	NA	-2147	Chir07Ox_b32400.2_T001	Chir07Ox_b32400.2	AT4G34970
Peak11327	Chr2	5093855	5094228	+	0	NA	promoter-TSS	NA	-13	Chir02Ox_b07500.2_T001	Chir02Ox_b07500.2	AT1G58170
Peak11328	Chr1	7093175	7093568	+	0	NA	promoter-TSS	NA	-104	Chir01Ox_b20170.2_T001	Chir01Ox_b20170.2	AT1G20270
Peak11329	Chr8	17609170	17610235	+	0	NA	promoter-TSS	NA	-979	Chir08Ox_b24020.2_T001	Chir08Ox_b24020.2	AT5G61480
Peak11330	Chr2	22480753	22481472	+	0	NA	intron	NA	2815	Chir02Ox_b26280.2_T001	Chir02Ox_b26280.2	AT1G79110
Peak11331	Chr2	21951601	21952085	+	0	NA	promoter-TSS	NA	-134	Chir02Ox_b24890.2_T001	Chir02Ox_b24890.2	AT1G77850
Peak11332	Chr1	764777	765211	+	0	NA	TTS	NA	2423	Chir01Ox_b02160.2_T001	Chir01Ox_b02160.2	AT1G03030
Peak11333	Chr7	6749678	6750359	+	0	NA	promoter-TSS	NA	-2719	Chir07Ox_b07120.2_T001	Chir07Ox_b07120.2	AT5G33370
Peak11334	Chr5	19138524	19138849	+	0	NA	promoter-TSS	NA	-823	Chir05Ox_b15790.2_T001	Chir05Ox_b15790.2	AT3G50440
Peak11335	Chr7	255637	256057	+	0	NA	promoter-TSS	NA	-27	Chir07Ox_b00300.2_T001	Chir07Ox_b00300.2	AT5G41880
Peak11336	Chr2	21162496	21163237	+	0	NA	promoter-TSS	NA	-1887	Chir02Ox_b22980.2_T002	Chir02Ox_b22980.2	AT1G75910
Peak11337	Chr6	18848504	18849145	+	0	NA	promoter-TSS	NA	-197	Chir06Ox_b18320.2_T001	Chir06Ox_b18320.2	AT5G20730
Peak11338	Chr5	22179224	22179805	+	0	NA	Intergenic	NA	-3986	Chir05Ox_b23360.2_T001	Chir05Ox_b23360.2	AT3G57670
Peak11339	Chr5	21900932	21901262	+	0	NA	promoter-TSS	NA	23	Chir05Ox_b22650.2_T003	Chir05Ox_b22650.2	AT3G57030
Peak11340	Chr1	6144202	6144799	+	0	NA	TTS	NA	1988	Chir01Ox_b17570.2_T001	Chir01Ox_b17570.2	AT1G17490
Peak11341	Chr7	19934599	19934991	+	0	NA	TTS	NA	2197	Chir07Ox_b19380.2_T001	Chir07Ox_b19380.2	AT4G22680
Peak11342	Chr1	6604658	6604985	+	0	NA	promoter-TSS	NA	-10	Chir01Ox_b18850.2_T002	Chir01Ox_b18850.2	AT1G18800
Peak11343	Chr8	18674294	18674824	+	0	NA	promoter-TSS	NA	75	Chir08Ox_b26850.2_T003	Chir08Ox_b26850.2	AT5G64300
Peak11344	Chr7	16710325	16710718	+	0	NA	promoter-TSS	NA	7	Chir07Ox_b12440.2_T001	Chir07Ox_b12440.2	AT4G15900
Peak11345	Chr1	4415765	4416308	+	0	NA	promoter-TSS	NA	-200	Chir01Ox_b12480.2_T001	Chir01Ox_b12480.2	NA
Peak11346	Chr7	25461246	25462220	+	0	NA	exon	NA	4192	Chir07Ox_b33720.2_T001	Chir07Ox_b33720.2	AT4G36210
Peak11347	Chr3	7912216	7912873	+	0	NA	promoter-TSS	NA	-502	Chir03Ox_b21780.2_T002	Chir03Ox_b21780.2	AT3G21620
Peak11348	Chr5	20936889	20937182	+	0	NA	exon	NA	1955	Chir05Ox_b20120.2_T001	Chir05Ox_b20120.2	AT3G44310
Peak11349	Chr5	318771	319339	+	0	NA	Intergenic	NA	-3094	Chir05Ox_b00540.2_T001	Chir05Ox_b00540.2	AT2G01570
Peak11350	Chr1	8321657	8322467	+	0	NA	promoter-TSS	NA	-1647	Chir01Ox_b23190.2_T001	Chir01Ox_b23190.2	AT1G23320
Peak11351	Chr5	21726690	21727103	+	0	NA	promoter-TSS	NA	-295	Chir05Ox_b22110.2_T001	Chir05Ox_b22110.2	NA
Peak11352	Chr4	2438541	2438984	+	0	NA	TTS	NA	2135	Chir04Ox_b02830.2_T001	Chir04Ox_b02830.2	AT2G23430
Peak11353	Chr1	7479467	7479838	+	0	NA	TTS	NA	117	Chir01Ox_b21080.2_T001	Chir01Ox_b21080.2	NA
Peak11354	Chr4	24114257	24115218	+	0	NA	promoter-TSS	NA	-385	Chir04Ox_b26640.2_T002	Chir04Ox_b26640.2	AT2G43820
Peak11355	Chr7	261427	261789	+	0	NA	promoter-TSS	NA	-38	Chir07Ox_b00330.2_T001	Chir07Ox_b00330.2	NA
Peak11356	Chr6	21841026	21841378	+	0	NA	intron	NA	2177	Chir06Ox_b26300.2_T001	Chir06Ox_b26300.2	AT5G13190
Peak11357	Chr1	6356829	6357574	+	0	NA	promoter-TSS	NA	-782	Chir01Ox_b18150.2_T001	Chir01Ox_b18150.2	AT1G18100
Peak11358	Chr5	1687207	1687568	+	0	NA	Intergenic	NA	-3238	Chir05Ox_b03000.2_T001	Chir05Ox_b03000.2	AT3G25730
Peak11359	Chr7	20554951	20555334	+	0	NA	promoter-TSS	NA	-79	Chir07Ox_b20780.2_T001	Chir07Ox_b20780.2	AT4G23770
Peak11360	Chr5	21608530	21608927	+	0	NA	promoter-TSS	NA	-814	Chir05Ox_b21740.2_T001	Chir05Ox_b21740.2	AT3G56100
Peak11361	Chr5	18411628	18412111	+	0	NA	promoter-TSS	NA	-1538	Chir05Ox_b14850.2_T001	Chir05Ox_b14850.2	AT3G49790
Peak11362	Chr1	9484609	9485343	+	0	NA	intron	NA	809	Chir01Ox_b25660.2_T001	Chir01Ox_b25660.2	NA
Peak11363	Chr1	7391917	7392322	+	0	NA	promoter-TSS	NA	-10	Chir01Ox_b20890.2_T001	Chir01Ox_b20890.2	AT1G21070
Peak11364	Chr7	15090295	15090698	+	0	NA	Intergenic	NA	3534	Chir07Ox_b10410.2_T001	Chir07Ox_b10410.2	AT4G14465
Peak11365	Chr5	20543643	20544272	+	0	NA	promoter-TSS	NA	-123	Chir05Ox_b19100.2_T001	Chir05Ox_b19100.2	AT3G53560
Peak11366	Chr7	17614519	17615207	+	0	NA	Intergenic	NA	-3505	Chir07Ox_b14280.2_T001	Chir07Ox_b14280.2	AT4G17490
